LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/1/2021;"1";"0";"3";"2";"92";"7";"5";"11";"0";"1009";"0";"0";"pioggia neve "
Torino;2/1/2021;"4";"1";"6";"3";"95";"9";"10";"18";"0";"1006";"0";"0";"pioggia "
Torino;3/1/2021;"4";"1";"5";"3";"93";"10";"8";"18";"0";"1008";"0";"0";"pioggia neve "
Torino;4/1/2021;"3";"2";"4";"3";"95";"9";"7";"17";"0";"1009";"0";"0";"pioggia "
Torino;5/1/2021;"4";"2";"5";"2";"92";"13";"8";"15";"0";"1008";"0";"0";"pioggia "
Torino;6/1/2021;"3";"-1";"6";"2";"93";"12";"4";"11";"0";"1009";"0";"0";"pioggia nebbia "
Torino;7/1/2021;"1";"-2";"4";"0";"82";"23";"5";"11";"0";"1013";"0";"0";""
Torino;8/1/2021;"0";"-4";"5";"0";"68";"20";"5";"11";"0";"1013";"0";"0";""
Torino;9/1/2021;"0";"-2";"4";"0";"68";"21";"4";"11";"0";"1017";"0";"0";""
Torino;10/1/2021;"0";"-3";"5";"0";"67";"22";"6";"15";"0";"1017";"0";"0";""
Torino;11/1/2021;"-1";"-5";"4";"0";"66";"20";"6";"9";"0";"1018";"0";"0";""
Torino;12/1/2021;"-1";"-5";"5";"0";"69";"21";"5";"9";"0";"1015";"0";"0";""
Torino;13/1/2021;"4";"-3";"13";"1";"64";"19";"7";"13";"0";"1013";"0";"0";""
Torino;14/1/2021;;;;;;;;;;;;;
Torino;15/1/2021;"3";"0";"5";"0";"74";"17";"6";"11";"0";"1017";"0";"0";""
Torino;16/1/2021;"0";"-3";"6";"0";"82";"15";"5";"9";"0";"1020";"0";"0";""
Torino;17/1/2021;"0";"-5";"5";"0";"84";"11";"5";"9";"0";"1015";"0";"0";""
Torino;18/1/2021;"1";"-4";"8";"0";"75";"12";"6";"11";"0";"1022";"0";"0";""
Torino;19/1/2021;"1";"-4";"6";"0";"68";"15";"5";"9";"0";"1023";"0";"0";""
Torino;20/1/2021;"2";"-3";"6";"1";"74";"15";"6";"13";"0";"1020";"0";"0";"nebbia "
Torino;21/1/2021;"3";"1";"4";"2";"93";"2";"4";"8";"0";"1014";"0";"0";"pioggia "
Torino;22/1/2021;"3";"2";"5";"3";"95";"3";"5";"11";"0";"1001";"0";"0";"pioggia nebbia "
Torino;23/1/2021;"4";"1";"11";"2";"85";"17";"7";"13";"0";"994";"0";"0";"pioggia "
Torino;24/1/2021;"4";"0";"11";"2";"68";"20";"8";"17";"0";"998";"0";"0";""
Torino;25/1/2021;"5";"0";"10";"0";"42";"23";"10";"26";"0";"1002";"0";"0";""
Torino;26/1/2021;"3";"-3";"8";"0";"41";"21";"7";"13";"0";"1016";"0";"0";""
Torino;27/1/2021;"2";"-2";"7";"0";"53";"20";"7";"13";"0";"1016";"0";"0";""
Torino;28/1/2021;"3";"-2";"9";"0";"64";"20";"5";"11";"0";"1012";"0";"0";""
Torino;29/1/2021;"6";"-1";"13";"2";"70";"19";"10";"35";"0";"1005";"0";"0";"pioggia "
Torino;30/1/2021;"7";"1";"10";"3";"69";"17";"7";"15";"0";"1000";"0";"0";"pioggia "
Torino;31/1/2021;"6";"1";"12";"5";"92";"9";"6";"11";"0";"997";"0";"0";"pioggia nebbia "
