LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Torino;1/9/2021;"23";"17";"28";"14";"59";"20";"7";"11";"0";"1021";"0";"0";""
Torino;2/9/2021;"22";"18";"27";"13";"59";"19";"8";"13";"0";"1023";"0";"0";""
Torino;3/9/2021;"22";"19";"26";"13";"58";"20";"6";"13";"0";"1020";"0";"0";""
Torino;4/9/2021;"22";"16";"27";"13";"60";"20";"6";"15";"0";"1016";"0";"0";""
Torino;5/9/2021;"22";"18";"28";"14";"61";"18";"7";"13";"0";"1018";"0";"0";"pioggia "
Torino;6/9/2021;"23";"19";"28";"13";"56";"21";"9";"13";"0";"1023";"0";"0";"pioggia "
Torino;7/9/2021;"23";"19";"29";"13";"54";"19";"7";"13";"0";"1022";"0";"0";""
Torino;8/9/2021;"23";"19";"27";"11";"48";"20";"9";"13";"0";"1020";"0";"0";""
Torino;9/9/2021;"22";"20";"26";"11";"50";"19";"7";"11";"0";"1018";"0";"0";""
Torino;10/9/2021;"22";"18";"26";"13";"58";"20";"5";"11";"0";"1017";"0";"0";"pioggia "
Torino;11/9/2021;"23";"17";"29";"12";"54";"19";"6";"13";"0";"1017";"0";"0";""
Torino;12/9/2021;"22";"16";"28";"13";"60";"21";"6";"11";"0";"1017";"0";"0";""
Torino;13/9/2021;"23";"18";"29";"14";"60";"20";"6";"11";"0";"1017";"0";"0";""
Torino;14/9/2021;"23";"18";"27";"15";"62";"22";"6";"11";"0";"1018";"0";"0";""
Torino;15/9/2021;"21";"19";"23";"17";"78";"15";"6";"11";"0";"1017";"0";"0";"pioggia "
Torino;16/9/2021;"21";"18";"25";"18";"82";"18";"6";"15";"0";"1015";"0";"0";"pioggia "
Torino;17/9/2021;"22";"15";"29";"15";"72";"17";"7";"13";"0";"1011";"0";"0";"pioggia "
Torino;18/9/2021;"21";"18";"26";"17";"79";"19";"9";"24";"0";"1012";"0";"0";"pioggia temporale "
Torino;19/9/2021;"18";"14";"24";"14";"78";"16";"11";"31";"0";"1010";"0";"0";"pioggia temporale "
Torino;20/9/2021;"17";"12";"22";"10";"66";"20";"7";"13";"0";"1014";"0";"0";""
Torino;21/9/2021;"18";"13";"23";"11";"67";"21";"6";"9";"0";"1023";"0";"0";""
Torino;22/9/2021;"18";"12";"23";"12";"69";"19";"6";"11";"0";"1023";"0";"0";""
Torino;23/9/2021;"19";"17";"23";"13";"67";"20";"6";"9";"0";"1023";"0";"0";""
Torino;24/9/2021;"19";"13";"25";"13";"69";"22";"5";"11";"0";"1019";"0";"0";""
Torino;25/9/2021;"18";"14";"20";"15";"80";"15";"5";"9";"0";"1021";"0";"0";"pioggia "
Torino;26/9/2021;"18";"16";"20";"17";"92";"10";"6";"11";"0";"1021";"0";"0";"pioggia temporale "
Torino;27/9/2021;"18";"12";"23";"14";"81";"19";"5";"11";"0";"1018";"0";"0";""
Torino;28/9/2021;"18";"13";"24";"14";"78";"16";"5";"11";"0";"1020";"0";"0";"nebbia "
Torino;29/9/2021;"20";"15";"24";"15";"74";"16";"6";"13";"0";"1018";"0";"0";""
Torino;30/9/2021;"17";"10";"23";"9";"59";"22";"8";"17";"0";"1022";"0";"0";""
