LOCALITA,TMEDIA °C,TMIN °C,TMAX °C,UMIDITA %,PRESSIONESLM mb,FENOMENI,STAGIONE
Torino,13.0,8.0,20.0,46.0,1013.0,1,spring
Torino,10.0,7.0,13.0,77.0,1006.0,1,spring
Torino,8.0,6.0,12.0,85.0,996.0,1,spring
Torino,9.0,2.0,17.0,63.0,1000.0,0,spring
Torino,11.0,8.0,14.0,70.0,1005.0,0,spring
Torino,9.0,7.0,11.0,81.0,1006.0,1,spring
Torino,12.0,4.0,19.0,63.0,1007.0,0,spring
Torino,12.0,6.0,18.0,59.0,1007.0,1,spring
Torino,12.0,6.0,18.0,72.0,1006.0,1,spring
Torino,10.0,7.0,13.0,90.0,1009.0,1,spring
Torino,12.0,10.0,16.0,80.0,1012.0,1,spring
Torino,11.0,9.0,14.0,79.0,1013.0,1,spring
Torino,9.0,7.0,12.0,75.0,1013.0,1,spring
Torino,12.0,6.0,18.0,59.0,1019.0,0,spring
Torino,13.0,6.0,18.0,55.0,1019.0,0,spring
Torino,15.0,8.0,20.0,56.0,1020.0,0,spring
Torino,15.0,9.0,19.0,57.0,1024.0,0,spring
Torino,16.0,11.0,20.0,52.0,1029.0,0,spring
Torino,15.0,8.0,21.0,49.0,1027.0,0,spring
Torino,17.0,12.0,20.0,43.0,1021.0,0,spring
Torino,15.0,13.0,18.0,51.0,1013.0,1,spring
Torino,11.0,10.0,12.0,88.0,1005.0,1,spring
Torino,13.0,11.0,17.0,91.0,1010.0,1,spring
Torino,12.0,9.0,15.0,79.0,1017.0,1,spring
Torino,14.0,10.0,19.0,76.0,1013.0,1,spring
Torino,14.0,5.0,22.0,56.0,1015.0,0,spring
Torino,16.0,11.0,19.0,24.0,1013.0,0,spring
Torino,12.0,5.0,19.0,46.0,1014.0,0,spring
Torino,15.0,7.0,22.0,48.0,1013.0,0,spring
Torino,16.0,10.0,22.0,53.0,1013.0,0,spring
Torino,14.0,10.0,19.0,75.0,1011.0,1,spring
Torino,14.0,10.0,17.0,77.0,1008.0,1,spring
Torino,14.0,9.0,18.0,68.0,1004.0,0,spring
Torino,12.0,10.0,16.0,52.0,1002.0,1,spring
Torino,12.0,4.0,18.0,40.0,1012.0,0,spring
Torino,12.0,7.0,18.0,55.0,1017.0,0,spring
Torino,11.0,9.0,14.0,84.0,1013.0,1,spring
Torino,13.0,8.0,19.0,77.0,1006.0,1,spring
Torino,16.0,9.0,21.0,67.0,1010.0,0,spring
Torino,15.0,11.0,21.0,71.0,1012.0,1,spring
Torino,15.0,10.0,21.0,49.0,1014.0,0,spring
Torino,16.0,11.0,22.0,49.0,1019.0,0,spring
Torino,15.0,9.0,20.0,61.0,1017.0,1,spring
Torino,13.0,8.0,17.0,55.0,1014.0,1,spring
Torino,14.0,7.0,20.0,62.0,1012.0,1,spring
Torino,12.0,10.0,15.0,80.0,1009.0,1,spring
Torino,11.0,9.0,13.0,90.0,1008.0,1,spring
Torino,12.0,11.0,16.0,90.0,1005.0,1,spring
Torino,14.0,11.0,19.0,84.0,1005.0,1,spring
Torino,17.0,11.0,24.0,74.0,1009.0,1,spring
Torino,18.0,12.0,24.0,69.0,1013.0,1,spring
Torino,19.0,13.0,25.0,68.0,1015.0,1,spring
Torino,18.0,14.0,24.0,71.0,1013.0,1,spring
Torino,17.0,14.0,23.0,75.0,1014.0,1,spring
Torino,17.0,14.0,21.0,81.0,1015.0,1,spring
Torino,16.0,14.0,17.0,84.0,1011.0,1,spring
Torino,16.0,13.0,21.0,83.0,1006.0,1,spring
Torino,16.0,8.0,22.0,65.0,1012.0,0,spring
Torino,18.0,11.0,24.0,55.0,1020.0,0,spring
Torino,18.0,13.0,24.0,62.0,1024.0,0,spring
Torino,21.0,14.0,27.0,61.0,1021.0,0,summer
Torino,23.0,16.0,28.0,60.0,1018.0,0,summer
Torino,23.0,17.0,29.0,60.0,1016.0,1,summer
Torino,23.0,17.0,29.0,59.0,1013.0,0,summer
Torino,21.0,17.0,26.0,74.0,1010.0,1,summer
Torino,19.0,14.0,23.0,74.0,1012.0,1,summer
Torino,18.0,15.0,21.0,72.0,1017.0,1,summer
Torino,22.0,15.0,27.0,61.0,1020.0,0,summer
Torino,21.0,17.0,24.0,71.0,1021.0,1,summer
Torino,20.0,17.0,23.0,77.0,1013.0,1,summer
Torino,18.0,13.0,22.0,78.0,1009.0,1,summer
Torino,20.0,16.0,26.0,71.0,1010.0,1,summer
Torino,19.0,12.0,25.0,62.0,1015.0,0,summer
Torino,22.0,15.0,28.0,56.0,1018.0,1,summer
Torino,22.0,17.0,27.0,69.0,1015.0,1,summer
Torino,22.0,14.0,29.0,58.0,1015.0,0,summer
Torino,24.0,18.0,28.0,56.0,1016.0,0,summer
Torino,24.0,18.0,29.0,61.0,1016.0,0,summer
Torino,24.0,19.0,30.0,59.0,1013.0,0,summer
Torino,23.0,19.0,27.0,70.0,1013.0,1,summer
Torino,21.0,18.0,26.0,80.0,1015.0,1,summer
Torino,21.0,17.0,23.0,78.0,1016.0,1,summer
Torino,23.0,15.0,29.0,65.0,1015.0,0,summer
Torino,25.0,18.0,30.0,62.0,1019.0,0,summer
Torino,27.0,21.0,33.0,65.0,1022.0,0,summer
Torino,29.0,24.0,34.0,64.0,1024.0,0,summer
Torino,30.0,24.0,37.0,58.0,1020.0,0,summer
Torino,30.0,22.0,36.0,46.0,1015.0,0,summer
Torino,28.0,25.0,31.0,59.0,1019.0,0,summer
Torino,28.0,22.0,33.0,60.0,1020.0,0,summer
Torino,27.0,22.0,34.0,65.0,1018.0,1,summer
Torino,26.0,19.0,32.0,54.0,1016.0,1,summer
Torino,24.0,19.0,30.0,62.0,1016.0,1,summer
Torino,24.0,18.0,30.0,62.0,1018.0,0,summer
Torino,27.0,21.0,33.0,61.0,1016.0,0,summer
Torino,27.0,20.0,33.0,63.0,1012.0,0,summer
Torino,26.0,20.0,32.0,69.0,1009.0,0,summer
Torino,26.0,20.0,31.0,55.0,1011.0,0,summer
Torino,24.0,20.0,28.0,69.0,1011.0,1,summer
Torino,24.0,19.0,28.0,72.0,1012.0,1,summer
Torino,23.0,21.0,26.0,64.0,1014.0,0,summer
Torino,24.0,17.0,31.0,63.0,1012.0,0,summer
Torino,25.0,19.0,30.0,55.0,1010.0,0,summer
Torino,23.0,18.0,28.0,54.0,1011.0,1,summer
Torino,17.0,14.0,22.0,85.0,1012.0,1,summer
Torino,21.0,12.0,28.0,60.0,1015.0,0,summer
Torino,23.0,17.0,29.0,60.0,1013.0,0,summer
Torino,23.0,19.0,28.0,64.0,1012.0,0,summer
Torino,24.0,19.0,29.0,68.0,1016.0,0,summer
Torino,25.0,22.0,30.0,66.0,1018.0,0,summer
Torino,26.0,22.0,31.0,67.0,1020.0,0,summer
Torino,27.0,21.0,32.0,66.0,1022.0,0,summer
Torino,28.0,23.0,32.0,65.0,1020.0,0,summer
Torino,29.0,22.0,34.0,65.0,1017.0,0,summer
Torino,29.0,24.0,34.0,65.0,1017.0,1,summer
Torino,28.0,21.0,34.0,61.0,1012.0,1,summer
Torino,21.0,18.0,27.0,80.0,1005.0,1,summer
Torino,23.0,19.0,28.0,73.0,1000.0,0,summer
Torino,26.0,20.0,31.0,56.0,1006.0,0,summer
Torino,26.0,19.0,31.0,63.0,1011.0,0,summer
Torino,25.0,20.0,29.0,70.0,1013.0,1,summer
Torino,25.0,21.0,29.0,71.0,1014.0,0,summer
Torino,24.0,20.0,28.0,71.0,1012.0,0,summer
Torino,24.0,18.0,30.0,61.0,1013.0,0,summer
Torino,24.0,19.0,29.0,63.0,1015.0,0,summer
Torino,26.0,21.0,30.0,65.0,1016.0,0,summer
Torino,25.0,21.0,29.0,72.0,1014.0,0,summer
Torino,22.0,20.0,24.0,88.0,1012.0,1,summer
Torino,24.0,19.0,30.0,72.0,1012.0,0,summer
Torino,26.0,20.0,30.0,72.0,1015.0,0,summer
Torino,27.0,23.0,31.0,71.0,1015.0,0,summer
Torino,26.0,22.0,30.0,78.0,1015.0,1,summer
Torino,23.0,20.0,28.0,87.0,1012.0,1,summer
Torino,22.0,16.0,28.0,61.0,1013.0,0,summer
Torino,22.0,15.0,27.0,52.0,1014.0,0,summer
Torino,22.0,16.0,27.0,61.0,1016.0,0,summer
Torino,22.0,16.0,27.0,63.0,1017.0,0,summer
Torino,23.0,18.0,27.0,65.0,1017.0,0,summer
Torino,24.0,20.0,28.0,66.0,1016.0,0,summer
Torino,24.0,20.0,29.0,76.0,1017.0,1,summer
Torino,23.0,21.0,26.0,82.0,1018.0,0,summer
Torino,24.0,20.0,29.0,69.0,1019.0,0,summer
Torino,22.0,20.0,25.0,78.0,1022.0,1,summer
Torino,22.0,16.0,27.0,75.0,1022.0,0,summer
Torino,24.0,18.0,29.0,66.0,1020.0,0,summer
Torino,25.0,19.0,30.0,67.0,1019.0,0,summer
Torino,25.0,19.0,31.0,66.0,1019.0,0,summer
Torino,25.0,21.0,29.0,69.0,1019.0,0,summer
Torino,21.0,18.0,24.0,79.0,1019.0,1,summer
Torino,24.0,17.0,30.0,66.0,1019.0,0,summer
Torino,25.0,19.0,31.0,62.0,1020.0,0,summer
Torino,25.0,21.0,29.0,67.0,1018.0,1,summer
Torino,23.0,18.0,30.0,75.0,1013.0,1,fall
Torino,23.0,18.0,28.0,71.0,1014.0,0,fall
Torino,23.0,17.0,27.0,65.0,1020.0,0,fall
Torino,22.0,18.0,26.0,71.0,1019.0,0,fall
Torino,20.0,15.0,26.0,80.0,1013.0,1,fall
Torino,15.0,14.0,18.0,91.0,1017.0,1,fall
Torino,18.0,11.0,23.0,73.0,1015.0,0,fall
Torino,16.0,13.0,21.0,73.0,1012.0,1,fall
Torino,16.0,9.0,23.0,57.0,1013.0,0,fall
Torino,16.0,14.0,18.0,75.0,1017.0,1,fall
Torino,19.0,12.0,25.0,64.0,1022.0,0,fall
Torino,20.0,13.0,27.0,63.0,1028.0,0,fall
Torino,21.0,15.0,27.0,67.0,1030.0,0,fall
Torino,22.0,16.0,27.0,72.0,1028.0,0,fall
Torino,23.0,17.0,28.0,71.0,1025.0,0,fall
Torino,23.0,17.0,29.0,70.0,1019.0,0,fall
Torino,23.0,17.0,29.0,68.0,1015.0,0,fall
Torino,22.0,18.0,26.0,77.0,1015.0,1,fall
Torino,17.0,16.0,20.0,91.0,1020.0,1,fall
Torino,18.0,16.0,20.0,68.0,1025.0,0,fall
Torino,17.0,14.0,20.0,68.0,1024.0,0,fall
Torino,16.0,14.0,18.0,79.0,1019.0,0,fall
Torino,17.0,14.0,22.0,77.0,1014.0,1,fall
Torino,17.0,12.0,22.0,71.0,1014.0,0,fall
Torino,18.0,13.0,24.0,72.0,1010.0,0,fall
Torino,18.0,15.0,23.0,77.0,1014.0,0,fall
Torino,20.0,17.0,23.0,79.0,1017.0,0,fall
Torino,19.0,15.0,24.0,75.0,1016.0,0,fall
Torino,20.0,16.0,24.0,75.0,1015.0,0,fall
Torino,19.0,14.0,25.0,75.0,1011.0,0,fall
Torino,19.0,13.0,24.0,73.0,1012.0,1,fall
Torino,19.0,14.0,24.0,72.0,1005.0,1,fall
Torino,16.0,10.0,22.0,43.0,1011.0,0,fall
Torino,14.0,9.0,19.0,59.0,1013.0,0,fall
Torino,15.0,7.0,22.0,66.0,1010.0,0,fall
Torino,15.0,9.0,19.0,73.0,1013.0,0,fall
Torino,16.0,11.0,21.0,71.0,1013.0,1,fall
Torino,14.0,8.0,19.0,71.0,1019.0,0,fall
Torino,14.0,14.0,15.0,87.0,1017.0,1,fall
Torino,14.0,11.0,19.0,80.0,1016.0,0,fall
Torino,14.0,8.0,20.0,71.0,1023.0,0,fall
Torino,14.0,9.0,20.0,75.0,1024.0,0,fall
Torino,15.0,10.0,20.0,78.0,1024.0,0,fall
Torino,16.0,14.0,20.0,75.0,1022.0,0,fall
Torino,15.0,13.0,17.0,94.0,1012.0,1,fall
Torino,14.0,10.0,20.0,77.0,1016.0,0,fall
Torino,15.0,10.0,20.0,76.0,1019.0,0,fall
Torino,15.0,13.0,17.0,87.0,1018.0,0,fall
Torino,15.0,14.0,16.0,94.0,1015.0,1,fall
Torino,15.0,15.0,16.0,99.0,1017.0,1,fall
Torino,16.0,15.0,16.0,100.0,1020.0,1,fall
Torino,17.0,16.0,19.0,97.0,1023.0,1,fall
Torino,16.0,13.0,18.0,94.0,1020.0,1,fall
Torino,15.0,13.0,16.0,94.0,1016.0,1,fall
Torino,15.0,10.0,21.0,83.0,1020.0,0,fall
Torino,15.0,9.0,22.0,75.0,1024.0,0,fall
Torino,15.0,9.0,22.0,74.0,1021.0,0,fall
Torino,15.0,11.0,19.0,82.0,1016.0,0,fall
Torino,15.0,14.0,16.0,97.0,1016.0,1,fall
Torino,14.0,11.0,16.0,98.0,1020.0,1,fall
Torino,11.0,10.0,11.0,94.0,1020.0,1,fall
Torino,11.0,10.0,12.0,94.0,1017.0,1,fall
Torino,11.0,10.0,12.0,90.0,1008.0,1,fall
Torino,9.0,7.0,11.0,97.0,995.0,1,fall
Torino,10.0,4.0,16.0,90.0,998.0,0,fall
Torino,12.0,8.0,16.0,85.0,997.0,1,fall
Torino,10.0,7.0,12.0,89.0,1002.0,0,fall
Torino,8.0,6.0,10.0,90.0,1007.0,1,fall
Torino,9.0,7.0,10.0,93.0,1003.0,1,fall
Torino,7.0,3.0,13.0,80.0,1008.0,0,fall
Torino,8.0,6.0,10.0,82.0,1010.0,0,fall
Torino,7.0,3.0,10.0,82.0,1013.0,1,fall
Torino,7.0,2.0,13.0,81.0,1002.0,0,fall
Torino,7.0,1.0,13.0,56.0,1000.0,0,fall
Torino,5.0,2.0,7.0,80.0,1006.0,1,fall
Torino,5.0,4.0,7.0,95.0,1001.0,1,fall
Torino,6.0,5.0,8.0,89.0,1010.0,1,fall
Torino,6.0,5.0,9.0,89.0,1004.0,1,fall
Torino,6.0,4.0,8.0,92.0,1012.0,1,fall
Torino,7.0,5.0,9.0,97.0,1015.0,1,fall
Torino,9.0,8.0,12.0,95.0,1013.0,1,fall
Torino,8.0,8.0,9.0,99.0,1011.0,1,fall
Torino,8.0,7.0,9.0,96.0,1011.0,1,fall
Torino,9.0,8.0,11.0,99.0,1004.0,1,fall
Torino,10.0,9.0,11.0,95.0,1006.0,1,fall
Torino,12.0,8.0,17.0,89.0,1010.0,1,fall
Torino,9.0,6.0,14.0,88.0,1009.0,0,fall
Torino,9.0,7.0,11.0,97.0,1005.0,1,fall
Torino,8.0,4.0,12.0,92.0,1004.0,0,fall
Torino,7.0,2.0,13.0,87.0,1009.0,0,fall
Torino,7.0,1.0,15.0,74.0,1017.0,0,fall
Torino,6.0,5.0,7.0,98.0,1020.0,1,winter
Torino,5.0,1.0,11.0,89.0,1016.0,0,winter
Torino,7.0,5.0,8.0,91.0,1024.0,1,winter
Torino,5.0,1.0,7.0,79.0,1025.0,0,winter
Torino,3.0,-1.0,8.0,84.0,1025.0,0,winter
Torino,3.0,-1.0,8.0,81.0,1024.0,0,winter
Torino,4.0,-1.0,11.0,75.0,1019.0,0,winter
Torino,5.0,0.0,10.0,79.0,1019.0,0,winter
Torino,6.0,3.0,12.0,84.0,1009.0,0,winter
Torino,7.0,2.0,12.0,51.0,1017.0,0,winter
Torino,3.0,0.0,5.0,66.0,1016.0,0,winter
Torino,2.0,-1.0,3.0,88.0,1005.0,0,winter
Torino,2.0,0.0,3.0,91.0,993.0,1,winter
Torino,5.0,2.0,11.0,76.0,1001.0,1,winter
Torino,5.0,2.0,8.0,80.0,1015.0,0,winter
Torino,7.0,5.0,9.0,93.0,1020.0,1,winter
Torino,8.0,7.0,9.0,100.0,1019.0,1,winter
Torino,9.0,8.0,10.0,100.0,1023.0,1,winter
Torino,10.0,9.0,11.0,99.0,1020.0,1,winter
Torino,8.0,6.0,9.0,99.0,1005.0,1,winter
Torino,8.0,5.0,13.0,90.0,994.0,1,winter
Torino,10.0,6.0,16.0,64.0,991.0,1,winter
Torino,11.0,5.0,15.0,38.0,1007.0,0,winter
Torino,9.0,2.0,19.0,45.0,1015.0,0,winter
Torino,10.0,5.0,18.0,44.0,1015.0,0,winter
Torino,6.0,1.0,10.0,55.0,1021.0,0,winter
Torino,4.0,0.0,9.0,68.0,1022.0,0,winter
Torino,3.0,-1.0,10.0,79.0,1030.0,0,winter
Torino,3.0,0.0,8.0,84.0,1033.0,0,winter
Torino,2.0,-1.0,4.0,96.0,1036.0,1,winter
Torino,2.0,-2.0,10.0,81.0,1030.0,0,winter
Torino,4.0,-1.0,10.0,71.0,1030.0,0,winter
Torino,4.0,0.0,10.0,71.0,1032.0,0,winter
Torino,3.0,0.0,7.0,79.0,1027.0,0,winter
Torino,5.0,-1.0,14.0,65.0,1024.0,0,winter
Torino,6.0,2.0,12.0,59.0,1027.0,0,winter
Torino,4.0,0.0,8.0,73.0,1031.0,0,winter
Torino,1.0,-2.0,8.0,88.0,1026.0,0,winter
Torino,2.0,-4.0,9.0,85.0,1030.0,0,winter
Torino,3.0,-1.0,9.0,73.0,1026.0,0,winter
Torino,5.0,1.0,11.0,73.0,1024.0,0,winter
Torino,5.0,0.0,12.0,66.0,1028.0,0,winter
Torino,4.0,0.0,9.0,64.0,1028.0,0,winter
Torino,2.0,-1.0,7.0,78.0,1025.0,0,winter
Torino,2.0,-2.0,8.0,81.0,1025.0,0,winter
Torino,3.0,-1.0,8.0,73.0,1028.0,0,winter
Torino,3.0,-2.0,9.0,74.0,1030.0,0,winter
Torino,4.0,-1.0,9.0,75.0,1025.0,1,winter
Torino,5.0,0.0,10.0,84.0,1022.0,1,winter
Torino,3.0,-3.0,9.0,64.0,1028.0,0,winter
Torino,4.0,0.0,9.0,58.0,1040.0,1,winter
Torino,2.0,-1.0,6.0,61.0,1041.0,0,winter
Torino,3.0,-2.0,10.0,61.0,1033.0,0,winter
Torino,3.0,-2.0,8.0,67.0,1030.0,0,winter
Torino,3.0,-1.0,8.0,72.0,1026.0,0,winter
Torino,5.0,1.0,10.0,68.0,1024.0,0,winter
Torino,4.0,-1.0,9.0,74.0,1021.0,0,winter
Torino,4.0,-2.0,10.0,77.0,1018.0,0,winter
Torino,6.0,4.0,10.0,85.0,1008.0,0,winter
Torino,8.0,2.0,16.0,61.0,1010.0,0,winter
Torino,7.0,2.0,12.0,61.0,1018.0,0,winter
Torino,7.0,1.0,15.0,73.0,1018.0,0,winter
Torino,7.0,4.0,11.0,85.0,1018.0,0,winter
Torino,7.0,1.0,14.0,89.0,1018.0,0,winter
Torino,13.0,4.0,27.0,67.0,1015.0,0,winter
Torino,10.0,4.0,16.0,51.0,1010.0,1,winter
Torino,8.0,0.0,16.0,31.0,1022.0,0,winter
Torino,4.0,-1.0,9.0,39.0,1028.0,0,winter
Torino,5.0,-1.0,12.0,46.0,1025.0,0,winter
Torino,5.0,0.0,11.0,61.0,1028.0,0,winter
Torino,5.0,-1.0,10.0,72.0,1029.0,0,winter
Torino,6.0,2.0,12.0,76.0,1016.0,0,winter
Torino,15.0,13.0,18.0,26.0,1009.0,0,winter
Torino,11.0,4.0,15.0,23.0,1017.0,0,winter
Torino,7.0,1.0,11.0,44.0,1018.0,1,winter
Torino,8.0,0.0,17.0,60.0,1018.0,0,winter
Torino,8.0,1.0,14.0,56.0,1027.0,0,winter
Torino,7.0,2.0,12.0,67.0,1028.0,0,winter
Torino,7.0,1.0,13.0,78.0,1025.0,0,winter
Torino,8.0,2.0,16.0,65.0,1023.0,0,winter
Torino,8.0,2.0,16.0,47.0,1021.0,0,winter
Torino,8.0,2.0,13.0,39.0,1024.0,0,winter
Torino,7.0,0.0,15.0,48.0,1023.0,0,winter
Torino,8.0,1.0,14.0,61.0,1031.0,0,winter
Torino,8.0,3.0,15.0,73.0,1026.0,0,winter
Torino,11.0,2.0,22.0,69.0,1018.0,0,winter
Torino,10.0,7.0,12.0,89.0,1010.0,0,winter
Torino,8.0,4.0,11.0,43.0,1002.0,0,winter
Torino,5.0,0.0,10.0,50.0,1008.0,0,winter
Torino,7.0,0.0,13.0,43.0,1015.0,0,winter
Torino,6.0,3.0,11.0,55.0,1015.0,0,winter
Torino,7.0,4.0,11.0,72.0,1006.0,0,spring
Torino,4.0,1.0,6.0,93.0,996.0,1,spring
Torino,8.0,1.0,15.0,52.0,998.0,0,spring
Torino,8.0,1.0,14.0,38.0,1010.0,0,spring
Torino,6.0,2.0,9.0,75.0,1008.0,1,spring
Torino,5.0,2.0,9.0,88.0,1000.0,0,spring
Torino,8.0,0.0,16.0,50.0,1012.0,0,spring
Torino,8.0,2.0,14.0,47.0,1019.0,0,spring
Torino,8.0,5.0,13.0,65.0,1014.0,0,spring
Torino,9.0,2.0,17.0,47.0,1017.0,0,spring
Torino,12.0,4.0,21.0,52.0,1018.0,0,spring
Torino,11.0,7.0,15.0,83.0,1019.0,0,spring
Torino,13.0,10.0,18.0,75.0,1014.0,0,spring
Torino,9.0,8.0,11.0,85.0,1018.0,1,spring
Torino,9.0,7.0,10.0,72.0,1024.0,0,spring
Torino,10.0,6.0,14.0,63.0,1026.0,0,spring
Torino,11.0,4.0,17.0,59.0,1029.0,0,spring
Torino,12.0,5.0,19.0,59.0,1028.0,0,spring
Torino,14.0,6.0,20.0,54.0,1025.0,0,spring
Torino,13.0,7.0,18.0,56.0,1021.0,0,spring
Torino,13.0,6.0,19.0,57.0,1015.0,0,spring
Torino,11.0,10.0,12.0,79.0,1018.0,0,spring
Torino,6.0,4.0,10.0,53.0,1026.0,1,spring
Torino,6.0,2.0,11.0,49.0,1024.0,0,spring
Torino,4.0,1.0,7.0,54.0,1020.0,0,spring
Torino,4.0,0.0,6.0,66.0,1016.0,1,spring
Torino,7.0,4.0,10.0,85.0,1017.0,1,spring
Torino,12.0,7.0,19.0,68.0,1015.0,1,spring
Torino,14.0,10.0,18.0,62.0,1012.0,1,spring
Torino,10.0,9.0,12.0,83.0,1013.0,1,spring
Torino,6.0,4.0,8.0,77.0,1021.0,1,spring
Torino,6.0,4.0,9.0,60.0,1020.0,0,spring
Torino,7.0,0.0,13.0,61.0,1014.0,0,spring
Torino,9.0,2.0,16.0,57.0,1013.0,0,spring
Torino,12.0,5.0,18.0,52.0,1020.0,0,spring
Torino,12.0,6.0,17.0,51.0,1024.0,0,spring
Torino,13.0,6.0,19.0,47.0,1026.0,0,spring
Torino,15.0,7.0,22.0,41.0,1028.0,0,spring
Torino,15.0,8.0,22.0,35.0,1026.0,0,spring
Torino,16.0,7.0,23.0,37.0,1022.0,0,spring
Torino,17.0,9.0,25.0,37.0,1022.0,0,spring
Torino,15.0,9.0,24.0,41.0,1022.0,0,spring
Torino,19.0,15.0,22.0,30.0,1018.0,0,spring
Torino,15.0,9.0,21.0,42.0,1014.0,0,spring
Torino,16.0,9.0,23.0,50.0,1012.0,0,spring
Torino,12.0,10.0,17.0,48.0,1024.0,0,spring
Torino,13.0,7.0,20.0,51.0,1022.0,0,spring
Torino,17.0,8.0,21.0,44.0,1018.0,0,spring
Torino,16.0,9.0,23.0,55.0,1016.0,0,spring
Torino,15.0,11.0,19.0,75.0,1014.0,1,spring
Torino,13.0,11.0,14.0,96.0,1012.0,1,spring
Torino,11.0,10.0,12.0,82.0,1015.0,1,spring
Torino,14.0,9.0,19.0,56.0,1018.0,0,spring
Torino,15.0,7.0,21.0,58.0,1018.0,0,spring
Torino,17.0,10.0,23.0,56.0,1014.0,0,spring
Torino,17.0,10.0,24.0,63.0,1008.0,0,spring
Torino,15.0,12.0,19.0,82.0,1009.0,1,spring
Torino,15.0,13.0,19.0,89.0,1011.0,1,spring
Torino,13.0,12.0,15.0,94.0,1009.0,1,spring
Torino,15.0,9.0,22.0,74.0,1007.0,0,spring
Torino,14.0,12.0,16.0,78.0,1008.0,1,spring
Torino,14.0,9.0,18.0,78.0,1007.0,1,spring
Torino,17.0,9.0,25.0,58.0,1007.0,0,spring
Torino,17.0,11.0,23.0,55.0,1013.0,0,spring
Torino,17.0,12.0,22.0,54.0,1018.0,0,spring
Torino,17.0,11.0,23.0,66.0,1013.0,0,spring
Torino,18.0,13.0,23.0,73.0,1014.0,0,spring
Torino,19.0,16.0,23.0,59.0,1021.0,0,spring
Torino,18.0,13.0,24.0,61.0,1020.0,0,spring
Torino,19.0,13.0,25.0,56.0,1015.0,1,spring
Torino,17.0,14.0,20.0,76.0,1012.0,1,spring
Torino,14.0,12.0,18.0,87.0,1003.0,1,spring
Torino,17.0,12.0,21.0,77.0,1008.0,1,spring
Torino,14.0,12.0,16.0,94.0,1011.0,1,spring
Torino,16.0,9.0,21.0,77.0,1008.0,1,spring
Torino,17.0,13.0,21.0,79.0,1009.0,1,spring
Torino,17.0,14.0,19.0,86.0,1018.0,1,spring
Torino,18.0,14.0,23.0,80.0,1018.0,1,spring
Torino,20.0,15.0,26.0,68.0,1019.0,0,spring
Torino,20.0,16.0,26.0,67.0,1015.0,1,spring
Torino,21.0,13.0,28.0,62.0,1013.0,0,spring
Torino,22.0,18.0,26.0,62.0,1018.0,0,spring
Torino,21.0,16.0,26.0,69.0,1023.0,0,spring
Torino,22.0,18.0,25.0,75.0,1022.0,1,spring
Torino,19.0,13.0,24.0,52.0,1024.0,0,spring
Torino,20.0,14.0,25.0,52.0,1026.0,0,spring
Torino,20.0,15.0,24.0,57.0,1026.0,0,spring
Torino,20.0,16.0,24.0,51.0,1028.0,0,spring
Torino,20.0,13.0,26.0,59.0,1023.0,0,spring
Torino,17.0,15.0,20.0,63.0,1020.0,1,spring
Torino,18.0,11.0,24.0,59.0,1016.0,1,spring
Torino,18.0,14.0,22.0,69.0,1016.0,0,spring
Torino,20.0,14.0,25.0,63.0,1017.0,0,summer
Torino,22.0,15.0,28.0,58.0,1014.0,1,summer
Torino,19.0,14.0,25.0,68.0,1008.0,1,summer
Torino,16.0,15.0,20.0,89.0,1000.0,1,summer
Torino,20.0,14.0,27.0,64.0,998.0,0,summer
Torino,19.0,14.0,24.0,64.0,1006.0,1,summer
Torino,18.0,14.0,24.0,86.0,1005.0,1,summer
Torino,16.0,14.0,20.0,85.0,1008.0,1,summer
Torino,15.0,12.0,19.0,82.0,1010.0,1,summer
Torino,16.0,11.0,22.0,74.0,1010.0,1,summer
Torino,15.0,14.0,18.0,90.0,1010.0,1,summer
Torino,16.0,14.0,18.0,89.0,1013.0,1,summer
Torino,17.0,14.0,22.0,84.0,1013.0,1,summer
Torino,20.0,13.0,27.0,70.0,1011.0,0,summer
Torino,22.0,15.0,28.0,58.0,1012.0,1,summer
Torino,20.0,16.0,25.0,73.0,1013.0,1,summer
Torino,18.0,15.0,22.0,83.0,1011.0,1,summer
Torino,18.0,13.0,24.0,76.0,1012.0,1,summer
Torino,19.0,12.0,25.0,70.0,1014.0,0,summer
Torino,22.0,16.0,27.0,61.0,1017.0,0,summer
Torino,23.0,17.0,28.0,53.0,1016.0,0,summer
Torino,24.0,17.0,30.0,51.0,1018.0,0,summer
Torino,25.0,18.0,31.0,53.0,1019.0,0,summer
Torino,25.0,19.0,29.0,63.0,1018.0,1,summer
Torino,24.0,20.0,27.0,67.0,1018.0,0,summer
Torino,23.0,20.0,27.0,71.0,1017.0,0,summer
Torino,23.0,20.0,28.0,74.0,1017.0,1,summer
Torino,23.0,16.0,29.0,65.0,1016.0,0,summer
Torino,25.0,19.0,31.0,66.0,1011.0,0,summer
Torino,25.0,19.0,29.0,67.0,1012.0,0,summer
Torino,25.0,22.0,29.0,73.0,1012.0,1,summer
Torino,24.0,19.0,30.0,74.0,1011.0,1,summer
Torino,22.0,17.0,28.0,68.0,1013.0,1,summer
Torino,22.0,15.0,28.0,67.0,1018.0,0,summer
Torino,24.0,18.0,30.0,66.0,1017.0,0,summer
Torino,26.0,20.0,32.0,64.0,1011.0,0,summer
Torino,22.0,17.0,25.0,57.0,1014.0,0,summer
